gmDate,season,team,opp,gf,ga,rslt,ortg,drtg,dayoff,s_wins,s_losses,is_home,win,pt_diff
2025-07-29,2025,ATL,GSV,75,77,Win,105.27793374508703,109.18888258650028,2.0,15.0,10.0,1,0.0,-2
2025-07-30,2025,ATL,DAL,88,85,Win,117.77301927194861,114.06333870101986,1.0,15.0,11.0,0,1.0,3
2025-08-01,2025,ATL,PHO,95,72,Loss,126.80192205018686,92.92720702116675,2.0,16.0,11.0,1,1.0,23
2025-08-03,2025,ATL,WAS,99,83,Loss,116.3063909774436,94.53302961275627,2.0,17.0,11.0,1,1.0,16
2025-08-07,2025,ATL,CHI,86,65,Win,108.86075949367088,80.72528564331843,4.0,18.0,11.0,0,1.0,21
2025-08-10,2025,ATL,PHO,74,66,Win,99.51586874663798,84.44216990788127,3.0,19.0,11.0,0,1.0,8
2025-08-13,2025,ATL,SEA,85,75,Win,113.94101876675605,94.07927747114903,3.0,20.0,11.0,0,1.0,10
2025-08-15,2025,ATL,SEA,78,80,Win,105.40540540540539,105.65240359218173,2.0,21.0,11.0,1,0.0,-2
2025-08-17,2025,ATL,GSV,79,63,Win,105.27718550106609,89.94860079954312,2.0,21.0,12.0,0,1.0,16
2025-08-19,2025,ATL,LVA,72,74,Loss,99.77827050997783,101.5925315760571,2.0,22.0,12.0,0,0.0,-2
2025-08-21,2025,ATL,MIN,75,73,Loss,94.07927747114903,89.54857703631012,2.0,22.0,13.0,1,1.0,2
2025-08-23,2025,ATL,NYL,78,62,Loss,112.5866050808314,86.83473389355741,2.0,23.0,13.0,1,1.0,16
2025-08-27,2025,ATL,LVA,75,81,Win,97.75808133472367,109.69664138678223,4.0,24.0,13.0,1,0.0,-6
2025-08-29,2025,ATL,DAL,100,78,Loss,131.09596224436285,94.0212150433944,2.0,24.0,14.0,1,1.0,22
2025-09-01,2025,ATL,CON,93,76,Win,128.16979051819183,102.48112189859764,3.0,25.0,14.0,0,1.0,17
2025-09-03,2025,ATL,LAS,86,75,Loss,106.80576254346748,93.98496240601504,2.0,26.0,14.0,1,1.0,11
2025-09-05,2025,ATL,LAS,104,85,Loss,132.85641287685232,113.33333333333333,2.0,27.0,14.0,1,1.0,19
2025-09-08,2025,ATL,CON,87,62,Loss,105.58252427184465,78.64028411973617,3.0,28.0,14.0,1,1.0,25
2025-09-10,2025,ATL,CON,88,72,Win,117.08355508249069,92.02453987730061,2.0,29.0,14.0,0,1.0,16
2025-09-14,2025,ATL,IND,80,68,Loss,99.70089730807578,86.33824276282375,4.0,30.0,14.0,1,1.0,12
2006-06-29,2006,CHA,CHI,69,75,Loss,98.57142857142858,105.63380281690141,2.0,3.0,11.0,0,0.0,-6
2006-07-01,2006,CHA,SAC,57,65,Win,74.88176563321072,94.31224608241439,2.0,3.0,12.0,1,0.0,-8
2006-07-06,2006,CHA,CT,71,76,Loss,84.80649784997611,96.34888438133875,5.0,3.0,13.0,0,0.0,-5
2006-07-08,2006,CHA,LOS,64,66,Loss,79.1295746785361,83.79888268156424,2.0,3.0,14.0,0,0.0,-2
2006-07-09,2006,CHA,SAC,61,70,Loss,82.92550299075585,89.33129147524247,1.0,3.0,15.0,0,0.0,-9
2006-07-14,2006,CHA,SAS,81,65,Loss,104.97667185069986,81.45363408521304,5.0,3.0,16.0,1,1.0,16
2006-07-15,2006,CHA,IND,75,65,Loss,106.1120543293718,86.29845990440786,1.0,4.0,16.0,1,1.0,10
2006-07-19,2006,CHA,TUL,73,67,Win,97.9077253218884,86.87759336099585,4.0,5.0,16.0,0,1.0,6
2006-07-20,2006,CHA,SEA,86,72,Loss,115.71582346609259,99.2282249173098,1.0,6.0,16.0,1,1.0,14
2006-07-22,2006,CHA,PHO,74,78,Win,95.41000515729758,97.64646970455684,2.0,7.0,16.0,1,0.0,-4
2006-07-25,2006,CHA,MIN,62,70,Win,78.60040567951319,90.57971014492753,3.0,7.0,17.0,1,0.0,-8
2006-07-27,2006,CHA,MIN,81,68,Win,91.33964817320704,80.49242424242425,2.0,7.0,18.0,0,1.0,13
2006-07-29,2006,CHA,NYL,80,85,Win,99.50248756218905,107.92280345352971,2.0,8.0,18.0,1,0.0,-5
2006-07-30,2006,CHA,WAS,73,78,Loss,85.20074696545285,96.48688767936665,1.0,8.0,19.0,0,0.0,-5
2006-08-01,2006,CHA,SAS,68,65,Win,90.76348104644954,84.5033801352054,2.0,8.0,20.0,0,1.0,3
2006-08-03,2006,CHA,PHO,84,112,Loss,97.4477958236659,130.2325581395349,2.0,9.0,20.0,0,0.0,-28
2006-08-05,2006,CHA,SEA,81,87,Loss,96.38267491670632,104.86981677917066,2.0,9.0,21.0,0,0.0,-6
2006-08-08,2006,CHA,HOU,68,57,Loss,85.90197069226882,69.04069767441861,3.0,9.0,22.0,1,1.0,11
2006-08-11,2006,CHA,NYL,62,64,Loss,76.80872150644203,87.527352297593,3.0,10.0,22.0,0,0.0,-2
2006-08-12,2006,CHA,CHI,84,57,Loss,110.64278187565859,74.02597402597402,1.0,10.0,23.0,1,1.0,27
2025-07-27,2025,CHI,IND,78,93,Win,92.68060836501901,114.75814412635734,3.0,7.0,17.0,1,0.0,-15
2025-07-29,2025,CHI,WAS,86,103,Loss,107.60760760760762,122.79446828803053,2.0,7.0,18.0,0,0.0,-17
2025-08-01,2025,CHI,GSV,66,73,Win,93.74999999999999,96.00210415570751,3.0,7.0,19.0,1,0.0,-7
2025-08-03,2025,CHI,PHO,67,83,Win,87.10348413936558,111.92017259978427,2.0,7.0,20.0,1,0.0,-16
2025-08-05,2025,CHI,WAS,78,64,Loss,101.35135135135135,84.65608465608466,2.0,7.0,21.0,1,1.0,14
2025-08-07,2025,CHI,ATL,65,86,Win,80.72528564331843,108.86075949367088,2.0,8.0,21.0,1,0.0,-21
2025-08-09,2025,CHI,IND,70,92,Loss,97.5473801560758,123.7224314147391,2.0,8.0,22.0,0,0.0,-22
2025-08-13,2025,CHI,CON,62,71,Loss,81.27949659150498,96.46739130434784,4.0,8.0,23.0,0,0.0,-9
2025-08-15,2025,CHI,GSV,59,90,Win,81.22246696035242,130.43478260869566,2.0,8.0,24.0,1,0.0,-31
2025-08-19,2025,CHI,SEA,88,94,Win,101.85185185185183,111.74512601046125,4.0,8.0,25.0,1,0.0,-6
2025-08-21,2025,CHI,NYL,91,85,Win,117.0267489711934,104.16666666666667,2.0,8.0,26.0,0,1.0,6
2025-08-23,2025,CHI,CON,84,94,Win,105.74018126888218,122.58737610850285,2.0,9.0,26.0,1,0.0,-10
2025-08-25,2025,CHI,LVA,74,79,Win,89.0279114533205,99.49622166246851,2.0,9.0,27.0,1,0.0,-5
2025-08-28,2025,CHI,PHO,79,83,Loss,99.79787771601819,109.6723044397463,3.0,9.0,28.0,0,0.0,-4
2025-08-30,2025,CHI,SEA,69,79,Loss,88.46153846153845,101.38603696098562,2.0,9.0,29.0,0,0.0,-10
2025-09-03,2025,CHI,CON,88,64,Loss,122.97372833985467,86.16047388260635,4.0,9.0,30.0,1,1.0,24
2025-09-05,2025,CHI,IND,77,97,Loss,98.06418746816098,117.7756192326372,2.0,10.0,30.0,0,0.0,-20
2025-09-07,2025,CHI,LVA,66,80,Loss,87.90623335109217,103.78827192527244,2.0,10.0,31.0,0,0.0,-14
2025-09-09,2025,CHI,LVA,61,92,Loss,84.958217270195,130.90495162208308,2.0,10.0,32.0,0,0.0,-31
2025-09-11,2025,CHI,NYL,86,91,Win,111.28364389233954,118.98535564853556,2.0,10.0,33.0,1,0.0,-5
2003-07-07,2003,CLE,LOS,75,81,Loss,98.7881981032666,104.92227979274611,2.0,5.0,5.0,0,0.0,-6
2003-07-10,2003,CLE,PHO,68,67,Win,96.59090909090908,92.54143646408839,3.0,5.0,6.0,0,1.0,1
2003-07-15,2003,CLE,SAC,57,66,Win,79.12270960577456,93.16770186335404,5.0,6.0,6.0,1,0.0,-9
2003-07-17,2003,CLE,MIN,70,61,Loss,94.49244060475162,86.2556561085973,2.0,6.0,7.0,1,1.0,9
2003-07-19,2003,CLE,TUL,57,58,Win,78.12500000000001,81.41493542953397,2.0,7.0,7.0,1,0.0,-1
2003-07-20,2003,CLE,CHA,59,57,Win,92.5925925925926,87.8003696857671,1.0,7.0,8.0,0,1.0,2
2003-07-22,2003,CLE,TUL,71,74,Loss,93.51949420442571,100.32537960954446,2.0,8.0,8.0,0,0.0,-3
2003-07-26,2003,CLE,WAS,89,78,Loss,120.40043290043289,106.32497273718649,4.0,8.0,9.0,1,1.0,11
2003-07-27,2003,CLE,SAS,55,64,Loss,80.4093567251462,96.26955475330927,1.0,9.0,9.0,0,0.0,-9
2003-07-29,2003,CLE,TUL,65,77,Win,94.31224608241439,115.68509615384615,2.0,9.0,10.0,1,0.0,-12
2003-08-01,2003,CLE,PHO,73,56,Loss,103.28239954725522,75.75757575757575,3.0,9.0,11.0,1,1.0,17
2003-08-09,2003,CLE,IND,66,62,Win,103.77358490566037,92.31685527099465,8.0,10.0,11.0,0,1.0,4
2003-08-10,2003,CLE,IND,71,67,Loss,103.01799187463725,95.17045454545455,1.0,11.0,11.0,1,1.0,4
2003-08-19,2003,CLE,CT,69,52,Loss,96.26116071428571,73.07476110174255,9.0,12.0,11.0,1,1.0,17
2003-08-21,2003,CLE,TUL,56,71,Loss,75.88075880758808,99.38409854423293,2.0,13.0,11.0,0,0.0,-15
2003-08-23,2003,CLE,IND,46,59,Loss,73.48242811501598,90.71340713407133,2.0,13.0,12.0,0,0.0,-13
2003-08-25,2003,CLE,CHA,75,66,Loss,160.0,160.0,2.0,13.0,13.0,1,1.0,9
2003-08-29,2003,CLE,TUL,74,76,Win,93.29299041855775,103.48583877995642,4.0,14.0,13.0,1,0.0,-2
2003-08-31,2003,CLE,TUL,66,59,Win,87.07124010554091,74.15786827551534,2.0,14.0,14.0,0,1.0,7
2003-09-02,2003,CLE,TUL,63,77,Loss,90.30963302752293,96.73366834170855,2.0,15.0,14.0,0,0.0,-14
2025-07-28,2025,CON,SEA,85,101,Win,96.11035730438716,118.26697892271663,1.0,4.0,20.0,1,0.0,-16
2025-08-01,2025,CON,NYL,78,62,Loss,93.34609861177596,77.03777335984095,4.0,4.0,21.0,1,1.0,16
2025-08-03,2025,CON,NYL,78,87,Win,92.11147850732168,102.20864661654134,2.0,5.0,21.0,1,0.0,-9
2025-08-05,2025,CON,PHO,66,82,Loss,80.21390374331551,99.56289460903352,2.0,5.0,22.0,0,0.0,-16
2025-08-07,2025,CON,LAS,91,102,Loss,111.51960784313727,125.24557956777997,2.0,5.0,23.0,0,0.0,-11
2025-08-10,2025,CON,LVA,86,94,Loss,107.66149223835755,111.58594491927826,3.0,5.0,24.0,0,0.0,-8
2025-08-11,2025,CON,GSV,57,74,Loss,81.24287343215508,107.68335273573923,1.0,5.0,25.0,0,0.0,-17
2025-08-13,2025,CON,CHI,71,62,Loss,96.46739130434784,81.27949659150498,2.0,5.0,26.0,1,1.0,9
2025-08-17,2025,CON,IND,93,99,Win,104.72972972972974,108.79120879120879,4.0,6.0,26.0,1,0.0,-6
2025-08-19,2025,CON,WAS,80,69,Win,103.41261633919339,90.59873949579831,2.0,6.0,27.0,0,1.0,11
2025-08-21,2025,CON,WAS,67,56,Loss,87.60460251046025,77.8642936596218,2.0,7.0,27.0,1,1.0,11
2025-08-23,2025,CON,CHI,94,84,Win,122.58737610850285,105.74018126888218,2.0,8.0,27.0,0,1.0,10
2025-08-25,2025,CON,NYL,79,81,Loss,102.38465526179368,108.92953200645508,2.0,9.0,27.0,0,0.0,-2
2025-08-27,2025,CON,DAL,101,95,Win,112.5222816399287,106.16897630755476,2.0,9.0,28.0,0,1.0,6
2025-08-30,2025,CON,MIN,70,94,Win,93.03561935140883,136.15295480880647,3.0,10.0,28.0,1,0.0,-24
2025-09-01,2025,CON,ATL,76,93,Win,102.48112189859764,128.16979051819183,2.0,10.0,29.0,1,0.0,-17
2025-09-03,2025,CON,CHI,64,88,Loss,86.16047388260635,122.97372833985467,2.0,10.0,30.0,0,0.0,-24
2025-09-06,2025,CON,PHO,87,84,Loss,101.20986505351325,100.91302258529554,3.0,10.0,31.0,1,1.0,3
2025-09-08,2025,CON,ATL,62,87,Loss,78.64028411973617,105.58252427184465,2.0,11.0,31.0,0,0.0,-25
2025-09-10,2025,CON,ATL,72,88,Win,92.02453987730061,117.08355508249069,2.0,11.0,32.0,1,0.0,-16
2010-06-29,2010,CT,TUL,101,89,Win,116.68207024029576,102.15794306703397,2.0,9.0,5.0,0,1.0,12
2010-07-01,2010,CT,CHI,80,92,Loss,103.09278350515466,124.66124661246613,2.0,10.0,5.0,0,0.0,-12
2010-07-06,2010,CT,SAS,66,79,Loss,82.66533066132264,103.40314136125654,5.0,10.0,6.0,0,0.0,-13
2010-07-07,2010,CT,ATL,103,108,Loss,97.90874524714829,106.25737898465171,1.0,10.0,7.0,0,0.0,-5
2010-07-14,2010,CT,IND,77,68,Win,105.47945205479452,94.70752089136491,7.0,10.0,8.0,0,1.0,9
2010-07-17,2010,CT,ATL,96,80,Loss,110.09174311926606,95.96928982725528,3.0,11.0,8.0,1,1.0,16
2010-07-20,2010,CT,NYL,74,82,Win,86.56995788488535,98.74759152215799,3.0,12.0,8.0,1,0.0,-8
2010-07-24,2010,CT,LOS,80,89,Win,98.03921568627452,112.14717741935485,4.0,12.0,9.0,1,0.0,-9
2010-07-27,2010,CT,WAS,88,78,Loss,115.30398322851154,101.0886469673406,3.0,12.0,10.0,1,1.0,10
2010-07-30,2010,CT,ATL,62,94,Win,70.48658481127787,103.98230088495575,3.0,13.0,10.0,1,0.0,-32
2010-08-01,2010,CT,NYL,67,71,Loss,87.23958333333334,96.78298800436205,2.0,13.0,11.0,0,0.0,-4
